"Customer","Cust Name","Addr 1","Addr 2","City","State","Postal","Country","Cust Tel","Cust Fax","Cust Type","Priority","Cust Vendor No","Ship Via","Ups Act No","Bol Type","Terms","Disc","Line Disc","Pr Cd","Rep1","Comm1","Rep2","Comm2","Rep3","Comm3","Territory","Master Cust","Cust Alias","Controller","Cust Ref1","Cust Ref2","Factor","Factor Cust No","Factor Appr No","Ship Type","Back Order","Fed Tax Id","Tax Exempt","Currency","Def Wh","Price List Id","Order Type","Order Hold","Div","Restrict Order Div","Restrict Style Div","Active","Entered By","Entry Date","Modified By","Modify Date","Terms Description","Credit Line","Cust Ref3","Cust Ref4","Cust Ref5","Sh Rule"
"MARCELLAS","MARCELLAS","2765 MARIETTA HWY. STE 100","","CANTON","GA","30114","USA","770-479-2013","770-479-2013","","C","","","","001","CC","","","LP","A.M","","","","","","","MARCELLAS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"MARCGARRET","MARC GARRETT","15223 BLACK FALLS LN","","SUGAR LAND","TX","77478","USA","310-628-8777","","","C","","","","001","CC","","","LP","MKR","","","","","","","MARCGARRET","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","20-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"MARCGLASS","MARC GLASSMAN INC.","19400 HOLLAND RD","","BROOKPARK","OH","44142","USA","999 999-9999","","","C","","","","001","CC","","","LP","MKR","","","","","","","MARCGLASS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"MARCHENORI","MARCHE NORI","119 G.WOODFIELD MALL","","SCHAUMBURG","IL","60173","USA","847-413-8883","","","C","","","","001","CO","","","LP","A.M","","","","","","","MARCHENORI","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"MARCOWAGON","MARCO WAGON RETAIL PVT LTD.","A/903 RETREAT TOWER","SHYAMAL CROSS ROAD, SATELLITE","AHMADABAD GUJARAT","GU","380015","INDIA","999 999-9999","","","C","","","","","","","","LP","GUS","","","","","","","MARCOWAGON","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SAMMYH","19-DEC-17","RAFAELM","31-MAR-26","","","","","",""
"MARDENS","MARDEN'S INC","100 BENTON AVE","","WINSLOW","ME","04901","USA","207-873-6113","207-873-6680","D","C","","","","","3A","","","LP","HOU","","","","","","","MARDENS","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","ALBERTSOURCING","22-MAR-24","EDIOPERATOR","26-DEC-24","CIT NET 30 DAYS","","","","",""
"MARIACICIL","MARIA CICILIA","6995 SHWY6","","HOUSTON","TX","77083","USA","999 999-9999","","","C","","","","001","30","","","LP","I.S","","","","","","","MARIACICIL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"MARIAINES","MARIA INES ORRANTIA/BLABLA","520 BRICKELL KEY DR.","APT 816","MIAMI","FL","33131","USA","999 999-9999","","","C","","","","","CC","","","LP","","","","","","","","MARIAINES","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","03-NOV-20","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"MARIANNE","579 AND BEYOND INC. D.B.A MARIANNE","1000 PENNSYLVANIA AVE","DISTRIBUTION CENTER","BROOKLYN","NY","11207","","718-485-3000","718-649-2724","C","C","","","","001","C6","","","LP","SSS","","","","","","","MARIANNE","","","","","001","","","REGULAR","N","","Y","","","","","","","N","N","N","KAVITA","02-DEC-09","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"MARIANNEUR","MARIANNE URBAN BRANS INC.","100 METRO WAY","","SECAUCUS","NJ","07094","USA","999 999-9999","","","C","","","","001","45","","","LP","A.M","","","","","","","MARIANNEUR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","NET 45","","","","",""
"MARILYNS","MARILYNS","223 WALNUT AVENUE","","LAKESIDE","OH","43440","USA","419-798-5904","","","C","","","","","CC","","","LP","DAW","","","","","","","MARILYNS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","25-FEB-13","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"MARINE","MARINE CORP","HAYASHI MCCS RETAIL WAREHOUSE","BLDG 380 MCAS IWAKUNI-SHUI","YAMAGUCHIL-KEN","XX","7400025","JAPAN","000-000-0000","000-000-0000","","C","","","","001","30","","","LP","A.M","","","","","","","MARINE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","05-MAR-08","ANDREA","22-JAN-20","NET 30","","","","",""
"MARINECORP","MARINE CORPS EXCHANGE","PERSONEL & FAMILY REDINESS DIVISON","P.O. BOX 1843","QUANTICO","VA","22134","USA","703-784-6391","000-000-0000","","C","","","","001","C3","","","LP","A.M","","","","","","","MARINECORP","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","05-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"MARIOSOFPA","MARIOS OF PLAMS SPRINGS","127 S.FARRELL DRIVE #38","","PLAM SPRINGS","CA","92262","USA","760-320-9669","","","C","","","","001","CO","","","LP","A.M","","","","","","","MARIOSOFPA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"MARKA","MARKA VIP GENERAL TRADING, LLC","DUBAI INVESTMENT PARK LLC","PLOT 518-1298-WHSE NO. 6 IMPORT M9142","DUBAI, UAE","","","UNITED ARAB EMIRATES","999 999-9999","","","C","","","","","","","","LP","","","","","","","","MARKA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","SUSANA","24-SEP-13","RAFAELM","31-MAR-26","","","","","",""
"MARKANTHON","MARK ANTHONY DISCOUNT","401 EUCLID AVE.","","CLEAVELAND","OH","44114","USA","999 999-9999","","","C","","","","001","CO","","","LP","A.M","","","","","","","MARKANTHON","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"MARKENGLAN","MARK ENGLAND DE MODE FASHION RETAILER","1253 WOODWARD AVENUE","","DETROIT","MI","48226","USA","313-961-3991","313-961-3992","","C","","","","001","CO","","","LP","A.M","","","","","","","MARKENGLAN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"MARKGOLD","GW RUBLIN CO. INC.","134 WEST 25TH STREET","","NEW YORK","NY","10001","USA","212-929-8100","212-463-9743","","C","","","","001","30","","","LP","003","","","","","","","MARKGOLD","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MARKWURBL","MARK WRUBLINS","134 W 25TH ST","","NEW YORK","NY","10001","USA","917 929 9158","","","C","","","","","30","","","LP","","","","","","","","MARKWURBL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","20-SEP-11","SAMMYH","02-NOV-18","NET 30","","","","",""
"MARQUIZE","MARQUIZE FINE JEWELRY","366 5TH AVENUE","","NEW YORK","NY","10001","USA","212-643-9367","212-967-4952","","C","","","","001","30","","","LP","003","","","","","","","MARQUIZE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MARROIT","MARROIT GIFT SHOP","10220 REGENCY CIRCLE","","OMAHA","NB","68114","USA","402-399-9000","","","C","","","","001","30","","","LP","A.M","","","","","","","MARROIT","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MARSHAECOM","MARSHALLS ECOM","PO BOX 9126","","FRAMINGHAM","MA","01701","USA","999 999-9999","","D","C","3081","ROUTING","","","6C","","","LP","","","","","","","","MARSHAECOM","","","3","2","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","26-AUG-21","RAFAELM","22-JUN-26","CIT NET 60","","","","",""
"MARSHALL","MARSALL RETAIL GROUP","5385 WYNN RD.","","LAS VEGAS","NV","89118","USA","702-385-5233","","","C","","","","001","C3","","","LP","SUS","","","","","","","MARSHALL","","","","","001","4149820","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"MARSHALLS","MARSHALLS","PO BOX 9126","","FRAMINGHAM","MA","01701","USA","999 999-9999","","D","C","3081","FEDEXFREIG","","","X6","","","LP","","","","","","","","MARSHALLS","","","3","2","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SHIPPING2","08-JUL-15","RAFAELM","22-JUN-26","CIT ROG NET 60","","","","",""
"MARYARNOLD","MARY ARNOLD TOYS INC.","1178 LEXINGTON AVE","","NEW YORK","NY","10028","USA","212-744-8510","","","C","","FEDGROUND","","","CC","","","LP","JDR","","","","","","","MARYARNOLD","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","14-NOV-18","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"MARZOOQ","MARZOOQ AL SHAMLAN AND SONS","PB 116, BUILDING NO:123 STREET NO:250","D-RING ROAD","DOHA","XX","XXXXXX","QATAR","974 44563007 ","","","C","","FEDGROUND","","","WR","","","LP","GUS","","","","","","","MARZOOQ","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","03-JAN-19","EDIOPERATOR","26-DEC-24","WIRE","","","","",""
"MASON","MASON COMPANIES","1251 1ST AVENUE","","CHIPPEWA FALLS","WI","54729","USA","(715) 723-1871","","D","C","5678","FEDGROUND","","","C3","","","LP","DIA","","","","","","","MASON","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","MEIR","03-MAY-23","RAFAELM","12-JUN-26","CIT NET 30","","","","",""
"MASTER","MASTER STYLES FOR DA","1400 BROADWAY","","NEA YORK","NY","11229","","999 999-9999","","","C","","","","","","","","LP","","","","","","","","MASTER","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","ISAAC","11-JAN-24","RAFAELM","31-MAR-26","","","","","",""
"MATCH","MATCH EYEWEAR","1600 SHAMES DRIVE","","WESTBURY","NY","11590","","516-877-0170","","","C","","","","","","","","LP","","","","","","","","MATCH","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","04-AUG-14","SAMMYH","02-NOV-18","","","","","",""
"MATISSE","MATISSE GROUP CI","SA CARRERA 25N 22C-34","","BOGOTA","XX","XXXXX","COLOMBIA","999 999-9999","","","C","","","","001","CB","","","LP","SKA","","","","","","","MATISSE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","20-MAR-08","RAFAELM","31-MAR-26","C.B.D","","","","",""
"MATTCHAR","MATTHEW CHARLTON","5609 GREEN REA RD","","CHARLOTTE","NC","28226","USA","704-303-9064","","","C","","","","","CC","","","LP","JDR","","","","","","","MATTCHAR","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","01-APR-21","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"MAVINC","MAVERICK 928 INC","1212 GOLF RD","","WAUKEGAN","IL","60087","USA","999 999-9999","","","C","","","","","CC","","","LP","JDR","","","","","","","MAVINC","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","16-DEC-20","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"MAWATCHES","M A WATCHES","1234 BROADWAY BETWEEN","30&31 STREET","NEWYORK","NY","10001","USA","212-695-8837","000-000-0000","","C","","","","001","30","","","LP","A.M","","","","","","","MAWATCHES","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","03-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MAXGREENS","MAX GREEN'S","834 NORTHLAND CENTER 21500","NORTHWESTERN HWY","SOUTHFIELD","MI","48075","USA","248-569-1710","248-569-2937","","C","","","","001","C3","","","LP","A.M","","","","","","","MAXGREENS","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","05-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"MAXWARE","MAXWARE APPAREL INC.","1151 SOUTH BEVERLY DRIVE","","LOS ANGELES","CA","90035","USA","310-557-2561","310-557-2264","","C","","","","001","CO","","","LP","A.M","","","","","","","MAXWARE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"MAYTES","MAYTES BOTIQUE","CARIBE HILTON HOTEL","","SAN JUAN","PR","00901","PUERTO RICO","787-725-7709","","","C","","","","001","30","","","LP","003","","","","","","","MAYTES","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MAZON","MAZON STORES","838 NOSTRAND AVE.","","BROOKLYN","NY","11225","USA","999 999-9999","","","C","","","","001","CO","","","LP","A.M","","","","","","","MAZON","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"MAZONDISCO","MAZON DISCOUNT","","706 NOSTRAND AVE","BROOKLYN","NY","11216","","999 999-9999","","S","C","","","","001","C3","","","LP","A.M","","","","","","","MAZONDISCO","","","","","","","","REGULAR","N","","Y","","","","","","","N","N","N","KAVITA","18-NOV-09","RAFAELM","31-MAR-26","CIT NET 30","","","","",""
"MBEJEWELED","M BE JEWELED","1111 BASS BLVD.","","DUNEDIN","FL","34698","USA","727-403-4560","727-733-7539","","C","","","","001","CC","","","LP","003","","","","","","","MBEJEWELED","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","03-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"MCGEE","THE MCGEE GROUP","510 COMMERCE PARK DR SE","","MARIETTA","GA","30060","USA","999 999-9999","","D","C","","","","","30","","","LP","STV","","","","","","","MCGEE","","","","","","","","COMPLETE","C","58-2009719","N","","","","","","","N","N","Y","BRANDON","10-JUN-21","RAFAELM","31-MAR-26","NET 30","","","","",""
"MCHUNU","MCHUNU COLLECTION","801-E SHOPPERS WAY","","LARGO","MD","20774","USA","301-333-2211","301-333-2271","","C","","","","001","CO","","","LP","A.M","","","","","","","MCHUNU","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"MCLEAN","MC LEAN DESIGNS","55 BAYCREST COURT","","NEWPORT BEACH","CA","92660","USA","949-725-1095","949-725-1035","","C","","","","001","CC","","","LP","A.M","","","","","","","MCLEAN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"MCSEMIJOIA","MC SEMI JOIAS","CLSW 302 BI.""C"" SALA 149","ED. ATHENAS SUDOESTE","BRASILIA","XX","70673","","999 999-9999","","S","C","","","","001","CC","","","LP","MKR","","","","","","","MCSEMIJOIA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","21-AUG-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"MCX","MARINE CORPS EXCHANGE","SHARED SERVICES CENTER","PO BOX 1834","QUANTICO","VA","22134","USA","(703) 784-6357","","","C","","ROUTING","","","X9","","","LP","SUS","","","","","","","MCX","","","1","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","MELINA","21-JAN-20","RAFAELM","12-JUN-26","CIT NET 30 DAYS","","","","",""
"MDW","MDW GROUP INC.","1111 N 46TH AVENUE","","HOLLYWOOD","FL","33021","USA","786-473-3105","","","C","","","","","WR","","","LP","","","","","","","","MDW","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","12-APR-20","EDIOPERATOR","26-DEC-24","WIRE","","","","",""
"MECCAFASHI","MECCA FASHION","1604-8 W. CHICAGO","","CHICAGO","IL","60622","USA","312-666-5433","312-666-5440","","C","","","","001","30","","","LP","A.M","","","","","","","MECCAFASHI","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MEDICINE","MEDICINE PLAZA PHARMACY","1312 KINGS HIGHWAY","","BROOKLYN","NY","11229","USA","718-627-0800","","","C","","","","","CA","","","LP","SOS","","","","","","","MEDICINE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","12-SEP-12","SAMMYH","02-NOV-18","CASH","","","","",""
"MEIJER","MEIJER","P.O BOX  X","","GRAND RAPIDS","MI","49501","USA","999 999-9999","","","C","1003951","SCHENIDER","","001","9C","","","LP","","","","","","","","MEIJER","","","2","1","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","VIVIANA","04-APR-11","RAFAELM","12-JUN-26","CIT 2% 30 NET 90","","","","",""
"MEIJERNE","MEIJER","P.O BOX  X","","GRAND RAPIDS","MI","49501","USA","999 999-9999","","","C","","FEDEXGROUN","","001","30","","","LP","CHA","","","","","","","MEIJERNE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","22-JUL-14","RAFAELM","31-MAR-26","NET 30","","","","",""
"MEIMEIUSA","MEI MEI USA ILL","19323 SW 39TH STREET","","MIRAMAR","FL","33029","USA","999 999-9999","","","C","","","","001","CC","","","LP","A.M","","","","","","","MEIMEIUSA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","28-MAR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"MEISON","MEISON JONES DTC LLC","2551 SW GRAPEVINE PARKWAY","","GRAPEVINE","TX","76051","","817-251-7802","","E","C","","","","","6C","","","LP","TER","","","","","","","MEISON","","","","","001","","","REGULAR","Y","","N","","","","","","","N","N","Y","SALES","08-JUN-26","STEPHAN","23-JUN-26","CIT NET 60","","","","",""
"MELOUCORP","ME LOU CORP. MIAMI MERCHANDISE MART","777 NW 72ND AVENUE SUITE 3H2-2J2","","MIAMI","FL","33029","USA","305-264-2601","305-264-0924","","C","","","","001","30","","","LP","A.M","","","","","","","MELOUCORP","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","27-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"MENSFASHIO","VESTIMAGEN SA DE CV","AV 1 DE MAYO #120, PISO 11","","NAUCALPAN","MX","53500","MEXICO","552-122-0000","","C","C","5521220000","FOB","","","C6","","","LP","FBR","","","","","","","MENSFASHIO","","","0","0","011","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","31-JAN-24","EDIOPERATOR","05-FEB-25","CIT NET 60","","","","",""
"MENSWHOUSE","MENS WAREHOUSE","6100 STEVENSON BLVD","","FREMONT","CA","94538","USA","999 999-9999","","","C","","FEDGROUND","","","C6","","","LP","STV","","","","","","","MENSWHOUSE","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","14-MAR-18","RAFAELM","31-MAR-26","CIT NET 60","","","","",""
"MERCATALYS","MERCATALYST, INC","4717 PLANO PARKWAY","SUITE 130","CARROLLTON","TX","75010","USA","469.458.9509","469.458.9509","D","C","","","","","3A","","","LP","","","","","","","","MERCATALYS","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","27-MAR-23","RAFAELM","12-JUN-26","CIT NET 30 DAYS","","","","",""
"MERCH","MERCHANT FACTORS CORP","800 S. FIGUEROA ST","SUITE 730","LOS ANGELES","CA","90017","","999 999-9999","","","C","","FEDGROUND","","","","","","LP","","","","","","","","MERCH","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","08-MAR-18","RAFAELM","31-MAR-26","","","","","",""
"MERCHANT","FACTORS CORP","800 S. FIGUEROA ST","SUITE 730","LOS ANGELES","CA","90017","","213-347-0101","","","C","","FEDGROUND","","","","","","LP","","","","","","","","MERCHANT","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","08-MAR-18","EDIOPERATOR","26-DEC-24","","","","","",""
"MERCY","MERCY HOSPITAL GIFT SHOP","615S. NEW BALLAS","","ST. LOUIS","MO","63141","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","MERCY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","28-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"MERLENES","MERLENES PAST PRESENTS","251 AVENUE U","","BROOKLYN","NY","11232","USA","718-333-1000","718-333-1117","","C","","","","001","CC","","","LP","003","","","","","","","MERLENES","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","28-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
